"store","sku","qty","is_in_stock"
"admin","SSKFU06-PRC0-RB",3.0000,"1 "
"admin","SSKFU12-PRC0-RB",1.0000,"1 "
"admin","SSKFU18-PRC0-RB",1.0000,"1 "
"admin","SSKFU2T-PRC0-RB",2.0000,"1 "
"admin","SSKFU3T-PRC0-RB",3.0000,"1 "
"admin","SSLAYTSET-ROSE-3M-UN",3.0000,"1 "
"admin","SSLAYTSET-ROSE-9M-UN",4.0000,"1 "
"admin","SSOWL1ZDJN12MO-CLK",3.0000,"1 "
"admin","SSOWL1ZDJN6MO-CLK",5.0000,"1 "
"admin","SSOWLTDJ2T-CLK",1.0000,"1 "
"admin","SSOWLTDJ4T-CLK",2.0000,"1 "
"admin","SSPAN1ZBLK12MO-CLK",5.0000,"1 "
"admin","SSPAN1ZBLK18MO-CLK",3.0000,"1 "
"admin","SSPANTORNG2T-CLK",4.0000,"1 "
"admin","SSPANTORNG4T-CLK",3.0000,"1 "
"admin","SST-BYDOT-3MO-UN",5.0000,"1 "
"admin","SST-BYDOT-6MO-UN",5.0000,"1 "
"admin","SST-GRLDOT-3MO-UN",5.0000,"1 "
"admin","SST-GRLDOT-6MO-UN",5.0000,"1 "
"admin","TDRESS-PNK-18MO-UN",4.0000,"1 "
"admin","TDRSS-PNK-24MO-UN",5.0000,"1 "
"admin","TWL05-3SP",3.0000,"1 "
"admin","TWL06-3SP",2.0000,"1 "
"admin","URBANZOO-ISSMA",10.0000,"1 "
"admin","WALL1-3SP",9.0000,"1 "
"admin","WALL2-3SP",4.0000,"1 "
"admin","WALL3-3SP",8.0000,"1 "
"admin","WB-12M-LORALIN",2.0000,"1 "
"admin","WB-3M-LORALIN",2.0000,"1 "
"admin","WB-6M-LORALIN",2.0000,"1 "
"admin","WCJ-3M-LORALIN",3.0000,"1 "
"admin","WCJ-6M-LORALIN",3.0000,"1 "
"admin","WCJ-NB-LORALIN",3.0000,"1 "
"admin","WCP--3M-LORALIN",2.0000,"1 "
"admin","WCP-6M-LORALIN",1.0000,"1 "
"admin","WCP-NB-LORALIN",2.0000,"1 "
"admin","WNG809BLUE-TPC",3.0000,"1 "
"admin","WNG809RED-TPC",2.0000,"1 "
"admin","WNGBDAYLAV-TPC",6.0000,"1 "
"admin","WNGBDAYPK-TPC",6.0000,"1 "
"admin","YELLOWBIB-CLK",3.0000,"1 "
"admin","ZB-LORALIN",4.0000,"1 "
"admin","ZF.BLCW-ISSMA",3.0000,"1 "
"admin","ZF.GRF-ISSMA",3.0000,"1 "
"admin","ZF.LPK-ISSMA",4.0000,"1 "
"admin","ZF.ZBR-ISSMA",5.0000,"1 "
"admin","ZN-LORALIN",4.0000,"1 "
